<abingdon:FastEthernet0/0, bristol:FastEthernet0/0>
<oakttgrove:FastEthernet0/0, clarksville:FastEthernet0/1>
<oakttgrove:FastEthernet0/1, hopkinsville:FastEthernet0/1>
<oakttridge:FastEthernet0/0, crossville:FastEthernet1/0>
<oakttridge:FastEthernet0/1, knoxville:FastEthernet1/1>
<oakttridge:FastEthernet1/0, nodeid564:FastEthernet1/0>
<oklahomattcity:FastEthernet0/0, chandler:FastEthernet0/0>
<oklahomattcity:FastEthernet0/1, norman:FastEthernet0/1>
<olney:FastEthernet0/0, flora:FastEthernet0/0>
<olney:FastEthernet0/1, lawrenceville:FastEthernet0/0>
<oneonta:FastEthernet0/0, cullman:FastEthernet0/1>
<oneonta:FastEthernet0/1, pinson:FastEthernet0/1>
<opelousas:FastEthernet0/0, alexandria:FastEthernet1/0>
<opelousas:FastEthernet0/1, lafayetteid536:FastEthernet1/0>
<oshkosh:FastEthernet0/0, fondttduttlac:FastEthernet1/0>
<oshkosh:FastEthernet0/1, neenah:FastEthernet0/1>
<owatonna:FastEthernet0/0, albertttlea:FastEthernet1/1>
<owatonna:FastEthernet0/1, burnsville:FastEthernet0/1>
<owensboro:FastEthernet0/0, fortttknox:FastEthernet0/0>
<owensboro:FastEthernet0/1, henderson:FastEthernet1/0>
<owensboro:FastEthernet1/0, madisonville:FastEthernet1/1>
<owensburg:FastEthernet0/0, bloomington:FastEthernet1/1>
<owensburg:FastEthernet0/1, crane:FastEthernet0/0>
<owensburg:FastEthernet1/0, loogootee:FastEthernet0/1>
<oxford:FastEthernet0/0, cincinnati:FastEthernet2/1>
<oxford:FastEthernet0/1, middletown:FastEthernet0/1>
<oxford:FastEthernet1/0, richmondid209:FastEthernet0/1>
<oxfordid687:FastEthernet0/0, tunica:FastEthernet0/1>
<oxfordid687:FastEthernet0/1, tupolo:FastEthernet1/0>
<paducah:FastEthernet0/0, benton:FastEthernet0/0>
<paducah:FastEthernet0/1, madisonville:FastEthernet2/0>
<paducah:FastEthernet1/0, mayfield:FastEthernet0/1>
<paducah:FastEthernet1/1, metropolis:FastEthernet0/0>
<paducah:FastEthernet2/0, wickliffe:FastEthernet0/1>
<paintsville:FastEthernet0/0, louisa:FastEthernet0/0>
<paintsville:FastEthernet0/1, prestonburg:FastEthernet0/0>
<paintsville:FastEthernet1/0, stanton:FastEthernet0/1>
<panamattcity:FastEthernet0/0, cottondale:FastEthernet1/1>
<paoli:FastEthernet0/0, frenchttlick:FastEthernet0/1>
<paoli:FastEthernet0/1, mitchell:FastEthernet0/1>
<paragould:FastEthernet0/0, jonesboro:FastEthernet0/1>
<paragould:FastEthernet0/1, piggott:FastEthernet0/1>
<paris:FastEthernet0/0, mckenzie:FastEthernet1/1>
<paris:FastEthernet0/1, murray:FastEthernet0/1>
<parisid273:FastEthernet0/0, mattoon:FastEthernet1/0>
<parisid273:FastEthernet0/1, terretthaute:FastEthernet0/1>
<parisid496:FastEthernet0/0, maysville:FastEthernet0/1>
<parkersburg:FastEthernet0/0, mariettaid567:FastEthernet0/1>
<parkersburg:FastEthernet0/1, ravenswood:FastEthernet1/0>
<pascagoula:FastEthernet0/0, biloxi:FastEthernet0/1>
<pascagoula:FastEthernet0/1, mobile:FastEthernet1/0>
<paxton:FastEthernet0/0, champaign:FastEthernet2/0>
<paxton:FastEthernet0/1, kankakee:FastEthernet0/1>
<peerwarrensburg0:FastEthernet0/0, warrensburg:FastEthernet1/0>
<penningtonttgap:FastEthernet0/0, barbourville:FastEthernet1/0>
<penningtonttgap:FastEthernet0/1, bristol:FastEthernet1/0>
<penningtonttgap:FastEthernet1/0, norton:FastEthernet0/1>
<pensacola:FastEthernet0/0, crestview:FastEthernet0/1>
<pensacola:FastEthernet0/1, mobile:FastEthernet1/1>
<peoria:FastEthernet0/0, bloomingtonid740:FastEthernet0/1>
<peoria:FastEthernet0/1, cantonid521:FastEthernet0/1>
<peoria:FastEthernet1/0, galesburg:FastEthernet0/1>
<peoria:FastEthernet1/1, springfield:FastEthernet1/1>
<perry:FastEthernet0/0, jacksonvilleid527:FastEthernet0/0>
<perry:FastEthernet0/1, quincy:FastEthernet0/1>
<peru:FastEthernet0/0, logansport:FastEthernet0/0>
<peru:FastEthernet0/1, wabash:FastEthernet1/0>
<petersburg:FastEthernet0/0, chesapeake:FastEthernet0/1>
<petersburg:FastEthernet0/1, keysville:FastEthernet0/1>
<petersburg:FastEthernet1/0, richmond:FastEthernet0/1>
<petersburg:FastEthernet1/1, southtthill:FastEthernet1/0>
<petersburgid166:FastEthernet0/0, oaklandttcity:FastEthernet0/1>
<petersburgid166:FastEthernet0/1, washington:FastEthernet0/1>
<philadelphia:FastEthernet0/0, linettlexington:FastEthernet0/0>
<philadelphia:FastEthernet0/1, pottstown:FastEthernet0/0>
<philadelphia:FastEthernet1/0, wilmington:FastEthernet0/1>
<philadelphiaid349:FastEthernet0/0, louisvilleid694:FastEthernet0/0>
<philadelphiaid349:FastEthernet0/1, meridian:FastEthernet2/0>
<piggott:FastEthernet0/0, malden:FastEthernet0/1>
<piggott:FastEthernet0/1, paragould:FastEthernet0/1>
<pikeville:FastEthernet0/0, hazard:FastEthernet0/1>
<pikeville:FastEthernet0/1, prestonburg:FastEthernet0/1>
<pikeville:FastEthernet1/0, whitesburg:FastEthernet0/1>
<pikeville:FastEthernet1/1, williamson:FastEthernet0/1>
<pinettapple:FastEthernet0/0, montgomery:FastEthernet0/1>
<pinettapple:FastEthernet0/1, repton:FastEthernet1/0>
<pinettbluff:FastEthernet0/0, littlettrock:FastEthernet1/1>
<pinettbluff:FastEthernet0/1, monticello:FastEthernet0/1>
<pineville:FastEthernet0/0, barbourville:FastEthernet1/1>
<pineville:FastEthernet0/1, harlan:FastEthernet0/0>
<pineville:FastEthernet1/0, middlesboro:FastEthernet0/0>
<pineville:FastEthernet1/1, williamsburg:FastEthernet0/0>
<pinson:FastEthernet0/0, birmingham:FastEthernet1/1>
<pinson:FastEthernet0/1, oneonta:FastEthernet0/1>
<pipestone:FastEthernet0/0, marshallid618:FastEthernet0/1>
<pipestone:FastEthernet0/1, siouxttfalls:FastEthernet0/1>
<pittsburgh:FastEthernet0/0, greensburgid593:FastEthernet0/1>
<pittsburgh:FastEthernet0/1, newttcastleid415:FastEthernet0/0>
<pittsburgh:FastEthernet1/0, washingtonid367:FastEthernet0/0>
<plainfield:FastEthernet0/0, greencastle:FastEthernet0/1>
<plainfield:FastEthernet0/1, indianapolis:FastEthernet2/1>
<platteville:FastEthernet0/0, afton:FastEthernet1/0>
<platteville:FastEthernet0/1, dodgeville:FastEthernet0/0>
<platteville:FastEthernet1/0, lattcrosee:FastEthernet0/0>
<plymouth:FastEthernet0/0, nodeid392:FastEthernet0/0>
<plymouth:FastEthernet0/1, warsawid727:FastEthernet1/0>
<pontiac:FastEthernet0/0, flint:FastEthernet0/0>
<pontiac:FastEthernet0/1, southfielddetroit:FastEthernet0/1>
<portage:FastEthernet0/0, madisonid315:FastEthernet1/0>
<portage:FastEthernet0/1, wisconsinttdells:FastEthernet0/0>
<portsmouth:FastEthernet0/0, ashland:FastEthernet1/0>
<portsmouth:FastEthernet0/1, chillicothe:FastEthernet0/1>
<portttclinton:FastEthernet0/0, sandusky:FastEthernet0/0>
<portttclinton:FastEthernet0/1, toledo:FastEthernet2/1>
<pottstown:FastEthernet0/0, philadelphia:FastEthernet0/1>
<pottstown:FastEthernet0/1, reading:FastEthernet0/1>
<prestonburg:FastEthernet0/0, paintsville:FastEthernet0/1>
<prestonburg:FastEthernet0/1, pikeville:FastEthernet0/1>
<princeton:FastEthernet0/0, evansville:FastEthernet0/1>
<princeton:FastEthernet0/1, oaklandttcity:FastEthernet1/0>
<princeton:FastEthernet1/0, vincennes:FastEthernet0/0>
<princetonid731:FastEthernet0/0, lattsalle:FastEthernet0/1>
<princetonid731:FastEthernet0/1, sheffield:FastEthernet1/0>
<providence:FastEthernet0/0, madisonville:FastEthernet2/1>
<pulaski:FastEthernet0/0, lawrenceburg:FastEthernet1/0>
<quincy:FastEthernet0/0, macomb:FastEthernet0/1>
<quincy:FastEthernet0/1, perry:FastEthernet0/1>
<racine:FastEthernet0/0, kenosha:FastEthernet0/1>
<racine:FastEthernet0/1, sturtevant:FastEthernet0/1>
<raleigh:FastEthernet0/0, durham:FastEthernet0/1>
<raleigh:FastEthernet0/1, wilson:FastEthernet0/0>
<ravenswood:FastEthernet0/0, athens:FastEthernet1/0>
<ravenswood:FastEthernet0/1, charleston:FastEthernet1/1>
<ravenswood:FastEthernet1/0, parkersburg:FastEthernet0/1>
<reading:FastEthernet0/0, lebanonid132:FastEthernet0/1>
<reading:FastEthernet0/1, pottstown:FastEthernet0/1>
<redttwing:FastEthernet0/0, stttpaul:FastEthernet1/0>
<redttwing:FastEthernet0/1, wabasha:FastEthernet0/0>
<reedburg:FastEthernet0/0, baraboo:FastEthernet0/0>
<reedburg:FastEthernet0/1, dodgeville:FastEthernet0/1>
<reedburg:FastEthernet1/0, wisconsinttdells:FastEthernet0/1>
<remington:FastEthernet0/0, garyid240:FastEthernet1/0>
<remington:FastEthernet0/1, lafayette:FastEthernet1/1>
<remington:FastEthernet1/0, wolcott:FastEthernet1/0>
<repton:FastEthernet0/0, bayttminette:FastEthernet0/1>
<repton:FastEthernet0/1, evergreen:FastEthernet0/0>
<repton:FastEthernet1/0, pinettapple:FastEthernet0/1>
<rhinelander:FastEthernet0/0, merrill:FastEthernet0/0>
<rhinelander:FastEthernet0/1, watersmeet:FastEthernet0/1>
<ricettlake:FastEthernet0/0, chippenwattfalls:FastEthernet0/1>
<ricettlake:FastEthernet0/1, spooner:FastEthernet0/1>
<richlands:FastEthernet0/0, bluefield:FastEthernet0/1>
<richlands:FastEthernet0/1, lebanonid351:FastEthernet0/1>
<richmond:FastEthernet0/0, fredericksburg:FastEthernet0/0>
<richmond:FastEthernet0/1, petersburg:FastEthernet1/0>
<richmondid209:FastEthernet0/0, newttcastle:FastEthernet1/0>
<richmondid209:FastEthernet0/1, oxford:FastEthernet1/0>
<richmondid293:FastEthernet0/0, berea:FastEthernet0/0>
<richmondid293:FastEthernet0/1, danvilleid290:FastEthernet0/1>
<richmondid293:FastEthernet1/0, hazard:FastEthernet1/0>
<richmondid293:FastEthernet1/1, winchester:FastEthernet1/1>
<richttsquare:FastEthernet0/0, ronoakettrapids:FastEthernet0/1>
<richttsquare:FastEthernet0/1, scotlandttneck:FastEthernet0/0>
<richttsquare:FastEthernet1/0, windsor:FastEthernet0/1>
<riverttfalls:FastEthernet0/0, hudson:FastEthernet1/0>
<roanoke:FastEthernet0/0, christiansburg:FastEthernet0/0>
<roanoke:FastEthernet0/1, glenttlyn:FastEthernet1/0>
<roanoke:FastEthernet1/0, lynchburgid671:FastEthernet1/0>
<rochelle:FastEthernet0/0, dettkalb:FastEthernet0/1>
<rochelle:FastEthernet0/1, dixon:FastEthernet0/0>
<rochester:FastEthernet0/0, austin:FastEthernet0/1>
<rochester:FastEthernet0/1, winona:FastEthernet0/1>
<rockford:FastEthernet0/0, beloit:FastEthernet0/1>
<rockford:FastEthernet0/1, dettkalb:FastEthernet1/0>
<rockford:FastEthernet1/0, dixon:FastEthernet0/1>
<rockford:FastEthernet1/1, elgin:FastEthernet0/1>
<rockford:FastEthernet2/0, freeport:FastEthernet0/0>
<rockyttmt:FastEthernet0/0, scotlandttneck:FastEthernet0/1>
<rockyttmt:FastEthernet0/1, wilson:FastEthernet0/1>
<rogers:FastEthernet0/0, bentonville:FastEthernet0/1>
<rogers:FastEthernet0/1, springdale:FastEthernet0/1>
<rogersville:FastEthernet0/0, athensid283:FastEthernet0/1>
<rogersville:FastEthernet0/1, killen:FastEthernet1/0>
<rolla:FastEthernet0/0, lebanonid751:FastEthernet0/0>
<rolla:FastEthernet0/1, union:FastEthernet0/1>
<rome:FastEthernet0/0, bremen:FastEthernet1/0>
<rome:FastEthernet0/1, lattfayette:FastEthernet1/0>
<ronoakettrapids:FastEthernet0/0, emporia:FastEthernet0/0>
<ronoakettrapids:FastEthernet0/1, richttsquare:FastEthernet0/0>
<rushville:FastEthernet0/0, connersville:FastEthernet0/1>
<rushville:FastEthernet0/1, newttcastle:FastEthernet1/1>
<rushville:FastEthernet1/0, shelbyville:FastEthernet1/1>
<russellville:FastEthernet0/0, decaturid414:FastEthernet0/1>
<russellville:FastEthernet0/1, florenceid274:FastEthernet0/1>
<russellvilleid401:FastEthernet0/0, clarksvilleid402:FastEthernet0/1>
<russellvilleid401:FastEthernet0/1, morrilton:FastEthernet1/0>
<ruston:FastEthernet0/0, minden:FastEthernet0/0>
<ruston:FastEthernet0/1, monroe:FastEthernet0/1>
<saginaw:FastEthernet0/0, flint:FastEthernet0/1>
<salem:FastEthernet0/0, centralia:FastEthernet1/0>
<salem:FastEthernet0/1, effingham:FastEthernet0/1>
<salem:FastEthernet1/0, flora:FastEthernet0/1>
<salvisa:FastEthernet0/0, danvilleid290:FastEthernet1/0>
<sandusky:FastEthernet0/0, portttclinton:FastEthernet0/0>
<sandusky:FastEthernet0/1, vermilion:FastEthernet1/0>
<santtantonio:FastEthernet0/0, santtmarcos:FastEthernet0/1>
<santtantonio:FastEthernet0/1, seguin:FastEthernet0/1>
<santtmarcos:FastEthernet0/0, austinid598:FastEthernet0/1>
<santtmarcos:FastEthernet0/1, santtantonio:FastEthernet0/0>
<savannah:FastEthernet0/0, estill:FastEthernet0/1>
<savannah:FastEthernet0/1, jesup:FastEthernet0/1>
<scalesttmound:FastEthernet0/0, dubuque:FastEthernet0/1>
<scalesttmound:FastEthernet0/1, freeport:FastEthernet0/1>
<schaumburg:FastEthernet0/0, chicago:FastEthernet2/0>
<schaumburg:FastEthernet0/1, elgin:FastEthernet1/0>
<schaumburg:FastEthernet1/0, northbrook:FastEthernet0/1>
<schaumburg:FastEthernet1/1, westttchicago:FastEthernet0/1>
<scotlandttneck:FastEthernet0/0, richttsquare:FastEthernet0/1>
<scotlandttneck:FastEthernet0/1, rockyttmt:FastEthernet0/0>
<scottsburg:FastEthernet0/0, franklinid613:FastEthernet0/1>
<scottsburg:FastEthernet0/1, madisonid259:FastEthernet0/1>
<scottsburg:FastEthernet1/0, sellersburg:FastEthernet0/1>
<sealy:FastEthernet0/0, flatonia:FastEthernet0/0>
<sealy:FastEthernet0/1, houston:FastEthernet0/1>
<searcy:FastEthernet0/0, conway:FastEthernet1/0>
<searcy:FastEthernet0/1, littlettrock:FastEthernet2/0>
<sedalia:FastEthernet0/0, boonville:FastEthernet0/1>
<sedalia:FastEthernet0/1, warrensburg:FastEthernet0/1>
<seguin:FastEthernet0/0, flatonia:FastEthernet0/1>
<seguin:FastEthernet0/1, santtantonio:FastEthernet0/1>
<sellersburg:FastEthernet0/0, jeffersonville:FastEthernet1/1>
<sellersburg:FastEthernet0/1, scottsburg:FastEthernet1/0>
<selma:FastEthernet0/0, greensboroid558:FastEthernet0/1>
<selma:FastEthernet0/1, montgomery:FastEthernet1/0>
<sevierville:FastEthernet0/0, jeffersonttcityid454:FastEthernet0/1>
<sevierville:FastEthernet0/1, maryville:FastEthernet1/0>
<seymour:FastEthernet0/0, bedford:FastEthernet1/0>
<seymour:FastEthernet0/1, northttvernon:FastEthernet0/1>
<sheboygan:FastEthernet0/0, manitowoc:FastEthernet0/1>
<sheboygan:FastEthernet0/1, westttbend:FastEthernet0/1>
<sheffield:FastEthernet0/0, lattsalle:FastEthernet1/0>
<sheffield:FastEthernet0/1, moline:FastEthernet0/1>
<sheffield:FastEthernet1/0, princetonid731:FastEthernet0/1>
<shelbyville:FastEthernet0/0, franklinid613:FastEthernet1/0>
<shelbyville:FastEthernet0/1, greensburg:FastEthernet0/1>
<shelbyville:FastEthernet1/0, indianapolis:FastEthernet3/0>
<shelbyville:FastEthernet1/1, rushville:FastEthernet1/0>
<shelbyvilleid492:FastEthernet0/0, bardsdtown:FastEthernet0/1>
<shelbyvilleid492:FastEthernet0/1, frankfortid491:FastEthernet0/1>
<shelbyvilleid492:FastEthernet1/0, louisville:FastEthernet1/0>
<shelbyvilleid596:FastEthernet0/0, nodeid268:FastEthernet0/1>
<shelbyvilleid596:FastEthernet0/1, nodeid269:FastEthernet1/0>
<shepherdsville:FastEthernet0/0, fortttknox:FastEthernet0/1>
<shepherdsville:FastEthernet0/1, louisville:FastEthernet1/1>
<shepherdsville:FastEthernet1/0, nodeid628:FastEthernet1/0>
<shippenville:FastEthernet0/0, clymer:FastEthernet0/1>
<shippenville:FastEthernet0/1, franklinid606:FastEthernet0/1>
<shreveport:FastEthernet0/0, marshall:FastEthernet0/1>
<shreveport:FastEthernet0/1, minden:FastEthernet0/1>
<shreveport:FastEthernet1/0, natchitoches:FastEthernet0/1>
<sikeston:FastEthernet0/0, capettgirardeau:FastEthernet0/1>
<sikeston:FastEthernet0/1, dexter:FastEthernet0/1>
<siouxttfalls:FastEthernet0/0, luverne:FastEthernet0/0>
<siouxttfalls:FastEthernet0/1, pipestone:FastEthernet0/1>
<skokie:FastEthernet0/0, chicago:FastEthernet2/1>
<skokie:FastEthernet0/1, nodeid199:FastEthernet1/0>
<slidell:FastEthernet0/0, covingtonid322:FastEthernet0/1>
<slidell:FastEthernet0/1, gulfport:FastEthernet0/1>
<smithville:FastEthernet0/0, lebanonid595:FastEthernet1/0>
<smithville:FastEthernet0/1, mcminnville:FastEthernet1/0>
<smyrna:FastEthernet0/0, atlantaid697:FastEthernet1/1>
<smyrna:FastEthernet0/1, marietta:FastEthernet0/1>
<somerset:FastEthernet0/0, berea:FastEthernet0/1>
<somerset:FastEthernet0/1, london:FastEthernet0/1>
<southfielddetroit:FastEthernet0/0, annttarbor:FastEthernet0/1>
<southfielddetroit:FastEthernet0/1, pontiac:FastEthernet0/1>
<southttbend:FastEthernet0/0, buchanan:FastEthernet0/1>
<southttbend:FastEthernet0/1, michiganttcity:FastEthernet0/1>
<southttbend:FastEthernet1/0, mishiwaka:FastEthernet0/1>
<southttbend:FastEthernet1/1, nodeid392:FastEthernet0/1>
<southttbend:FastEthernet2/0, valparaiso:FastEthernet0/1>
<southttboston:FastEthernet0/0, clarksvilleid155:FastEthernet0/0>
<southttboston:FastEthernet0/1, danville:FastEthernet0/1>
<southtthill:FastEthernet0/0, clarksvilleid155:FastEthernet0/1>
<southtthill:FastEthernet0/1, emporia:FastEthernet0/1>
<southtthill:FastEthernet1/0, petersburg:FastEthernet1/1>
<sparta:FastEthernet0/0, chester:FastEthernet0/0>
<sparta:FastEthernet0/1, marissa:FastEthernet1/0>
<spooner:FastEthernet0/0, hayward:FastEthernet0/0>
<spooner:FastEthernet0/1, ricettlake:FastEthernet0/1>
<springdale:FastEthernet0/0, fayetteville:FastEthernet0/1>
<springdale:FastEthernet0/1, rogers:FastEthernet0/1>
<springfield:FastEthernet0/0, decaturid320:FastEthernet0/1>
<springfield:FastEthernet0/1, jacksonvilleid527:FastEthernet0/1>
<springfield:FastEthernet1/0, litchfield:FastEthernet0/1>
<springfield:FastEthernet1/1, peoria:FastEthernet1/1>
<springfieldid712:FastEthernet0/0, columbusid715:FastEthernet2/0>
<springfieldid712:FastEthernet0/1, dayton:FastEthernet0/1>
<springfieldid745:FastEthernet0/0, lebanonid751:FastEthernet0/1>
<springfieldid745:FastEthernet0/1, mountttvernon:FastEthernet0/1>
<stanton:FastEthernet0/0, jacksonid286:FastEthernet0/0>
<stanton:FastEthernet0/1, paintsville:FastEthernet1/0>
<starkville:FastEthernet0/0, louisvilleid694:FastEthernet0/1>
<starkville:FastEthernet0/1, tupolo:FastEthernet1/1>
<sterling:FastEthernet0/0, davenport:FastEthernet2/0>
<sterling:FastEthernet0/1, dixon:FastEthernet1/0>
<stevensttpoint:FastEthernet0/0, marshfield:FastEthernet0/1>
<stevensttpoint:FastEthernet0/1, wausau:FastEthernet1/0>
<stttcloud:FastEthernet0/0, freeportid750:FastEthernet1/0>
<stttcloud:FastEthernet0/1, littlettfalls:FastEthernet0/1>
<stttcloud:FastEthernet1/0, minneapolis:FastEthernet1/1>
<stttlouis:FastEthernet0/0, belleville:FastEthernet1/1>
<stttlouis:FastEthernet0/1, nodeid634:FastEthernet1/1>
<stttlouis:FastEthernet1/0, union:FastEthernet1/0>
<stttpaul:FastEthernet0/0, burnsville:FastEthernet1/0>
<stttpaul:FastEthernet0/1, minneapolis:FastEthernet2/0>
<stttpaul:FastEthernet1/0, redttwing:FastEthernet0/0>
<sturtevant:FastEthernet0/0, milwaukee:FastEthernet0/1>
<sturtevant:FastEthernet0/1, racine:FastEthernet0/1>
<sunttprarie:FastEthernet0/0, baraboo:FastEthernet0/1>
<sunttprarie:FastEthernet0/1, beaverttdamid344:FastEthernet0/1>
<sunttprarie:FastEthernet1/0, madisonid315:FastEthernet1/1>
<superior:FastEthernet0/0, duluth:FastEthernet0/1>
<superior:FastEthernet0/1, hayward:FastEthernet0/1>
<sweetwater:FastEthernet0/0, vonore:FastEthernet0/1>
<tallahassee:FastEthernet0/0, bainbride:FastEthernet0/1>
<tallahassee:FastEthernet0/1, greenvilleid685:FastEthernet0/1>
<tallahassee:FastEthernet1/0, marianna:FastEthernet0/1>
<talledega:FastEthernet0/0, anniston:FastEthernet0/1>
<talledega:FastEthernet0/1, childersburg:FastEthernet1/0>
<tallulah:FastEthernet0/0, monroe:FastEthernet1/0>
<tallulah:FastEthernet0/1, vicksburg:FastEthernet1/0>
<temple:FastEthernet0/0, georgetown:FastEthernet0/1>
<temple:FastEthernet0/1, waco:FastEthernet0/0>
<terrell:FastEthernet0/0, dallas:FastEthernet1/0>
<terrell:FastEthernet0/1, mineola:FastEthernet0/1>
<terretthaute:FastEthernet0/0, brazil:FastEthernet0/1>
<terretthaute:FastEthernet0/1, parisid273:FastEthernet0/1>
<texarkana:FastEthernet0/0, atlanta:FastEthernet0/1>
<texarkana:FastEthernet0/1, hope:FastEthernet0/1>
<thomaston:FastEthernet0/0, barnesville:FastEthernet1/0>
<thomaston:FastEthernet0/1, manchester:FastEthernet1/0>
<thomasville:FastEthernet0/0, evergreen:FastEthernet0/1>
<thomasville:FastEthernet0/1, jackson:FastEthernet0/1>
<thomasville:FastEthernet1/0, linden:FastEthernet0/1>
<toledo:FastEthernet0/0, annttarbor:FastEthernet1/0>
<toledo:FastEthernet0/1, bowlingttgreen:FastEthernet0/1>
<toledo:FastEthernet1/0, bryan:FastEthernet0/1>
<toledo:FastEthernet1/1, fayette:FastEthernet0/0>
<toledo:FastEthernet2/0, fremont:FastEthernet0/1>
<toledo:FastEthernet2/1, portttclinton:FastEthernet0/1>
<tomah:FastEthernet0/0, lattcrosee:FastEthernet0/1>
<tomah:FastEthernet0/1, wisconsinttdells:FastEthernet1/0>
<traversettcity:FastEthernet0/0, cadillac:FastEthernet1/0>
<traversettcity:FastEthernet0/1, grayling:FastEthernet0/1>
<traversettcity:FastEthernet1/0, manistee:FastEthernet0/1>
<troy:FastEthernet0/0, enteprise:FastEthernet0/1>
<troy:FastEthernet0/1, eufaula:FastEthernet0/1>
<troy:FastEthernet1/0, montgomery:FastEthernet1/1>
<tullahoma:FastEthernet0/0, chattanooga:FastEthernet1/1>
<tullahoma:FastEthernet0/1, lynchburg:FastEthernet0/0>
<tullahoma:FastEthernet1/0, manchesterid591:FastEthernet0/1>
<tullahoma:FastEthernet1/1, nodeid268:FastEthernet1/0>
<tulsa:FastEthernet0/0, chandler:FastEthernet0/1>
<tulsa:FastEthernet0/1, muskogee:FastEthernet0/1>
<tunica:FastEthernet0/0, hollyttsprings:FastEthernet1/0>
<tunica:FastEthernet0/1, oxfordid687:FastEthernet0/0>
<tupolo:FastEthernet0/0, columbus:FastEthernet0/1>
<tupolo:FastEthernet0/1, corinth:FastEthernet1/0>
<tupolo:FastEthernet1/0, oxfordid687:FastEthernet0/1>
<tupolo:FastEthernet1/1, starkville:FastEthernet0/1>
<tuscaloosa:FastEthernet0/0, birmingham:FastEthernet2/0>
<tuscaloosa:FastEthernet0/1, jasperid555:FastEthernet0/1>
<tuscaloosa:FastEthernet1/0, york:FastEthernet1/0>
<tuskagee:FastEthernet0/0, alexanderttcity:FastEthernet0/1>
<tuskagee:FastEthernet0/1, auburnid467:FastEthernet0/1>
<tuskagee:FastEthernet1/0, montgomery:FastEthernet2/0>
<tyler:FastEthernet0/0, athensid517:FastEthernet0/1>
<tyler:FastEthernet0/1, jacksonville:FastEthernet0/1>
<tyler:FastEthernet1/0, longview:FastEthernet0/1>
<union:FastEthernet0/0, jeffersonttcity:FastEthernet0/1>
<union:FastEthernet0/1, rolla:FastEthernet0/1>
<union:FastEthernet1/0, stttlouis:FastEthernet1/0>
<unionttcity:FastEthernet0/0, dyersburg:FastEthernet0/1>
<unionttcity:FastEthernet0/1, martin:FastEthernet0/1>
<unionttcity:FastEthernet1/0, wickliffe:FastEthernet1/0>
<valparaiso:FastEthernet0/0, gary:FastEthernet0/1>
<valparaiso:FastEthernet0/1, southttbend:FastEthernet2/0>
<vermilion:FastEthernet0/0, clevelandid403:FastEthernet1/1>
<vermilion:FastEthernet0/1, norwalk:FastEthernet0/1>
<vermilion:FastEthernet1/0, sandusky:FastEthernet0/1>
<vicksburg:FastEthernet0/0, jacksonid434:FastEthernet1/0>
<vicksburg:FastEthernet0/1, natchez:FastEthernet0/1>
<vicksburg:FastEthernet1/0, tallulah:FastEthernet0/1>
<vincennes:FastEthernet0/0, princeton:FastEthernet1/0>
<vincennes:FastEthernet0/1, washington:FastEthernet1/0>
<vonore:FastEthernet0/0, maryville:FastEthernet1/1>
<vonore:FastEthernet0/1, sweetwater:FastEthernet0/0>
<wabash:FastEthernet0/0, marionid725:FastEthernet2/0>
<wabash:FastEthernet0/1, northttmanchester:FastEthernet1/0>
<wabash:FastEthernet1/0, peru:FastEthernet0/1>
<wabasha:FastEthernet0/0, redttwing:FastEthernet0/1>
<wabasha:FastEthernet0/1, winona:FastEthernet1/0>
<waco:FastEthernet0/0, temple:FastEthernet0/1>
<waco:FastEthernet0/1, waxahachie:FastEthernet0/1>
<warren:FastEthernet0/0, akron:FastEthernet1/0>
<warren:FastEthernet0/1, youngstown:FastEthernet0/1>
<warrensburg:FastEthernet0/0, leesttsummit:FastEthernet0/1>
<warrensburg:FastEthernet0/1, sedalia:FastEthernet0/1>
<warrensburg:FastEthernet1/0, peerwarrensburg0:FastEthernet0/0>
<warsaw:FastEthernet0/0, fredericksburg:FastEthernet0/1>
<warsaw:FastEthernet0/1, heathsville:FastEthernet0/1>
<warsawid727:FastEthernet0/0, nodeid392:FastEthernet1/0>
<warsawid727:FastEthernet0/1, northttmanchester:FastEthernet1/1>
<warsawid727:FastEthernet1/0, plymouth:FastEthernet0/1>
<washington:FastEthernet0/0, loogootee:FastEthernet1/0>
<washington:FastEthernet0/1, petersburgid166:FastEthernet0/1>
<washington:FastEthernet1/0, vincennes:FastEthernet0/1>
<washingtonid367:FastEthernet0/0, pittsburgh:FastEthernet1/0>
<washingtonid367:FastEthernet0/1, wheeling:FastEthernet0/1>
<washingtonttdc:FastEthernet0/0, ashburn:FastEthernet1/0>
<washingtonttdc:FastEthernet0/1, baltimore:FastEthernet0/1>
<washingtonttdc:FastEthernet1/0, fredericksburg:FastEthernet1/0>
<washingtonttdc:FastEthernet1/1, manassas:FastEthernet0/1>
<watersmeet:FastEthernet0/0, ironwood:FastEthernet0/1>
<watersmeet:FastEthernet0/1, rhinelander:FastEthernet0/1>
<waukesha:FastEthernet0/0, brookfield:FastEthernet1/0>
<waukesha:FastEthernet0/1, jefferson:FastEthernet0/1>
<wausau:FastEthernet0/0, greenttbay:FastEthernet1/1>
<wausau:FastEthernet0/1, merrill:FastEthernet0/1>
<wausau:FastEthernet1/0, stevensttpoint:FastEthernet0/1>
<waxahachie:FastEthernet0/0, dallas:FastEthernet1/1>
