<aarhus:FastEthernet0/0, copenhagen:FastEthernet0/0>
<vicenza:FastEthernet0/0, milan:FastEthernet8/1>
<vicksburg:FastEthernet0/0, jackson:FastEthernet2/0>
<vicksburg:FastEthernet0/1, monroeidgh21:FastEthernet0/1>
<vidisha:FastEthernet0/0, indore:FastEthernet2/0>
<vidisha:FastEthernet0/1, sagar:FastEthernet1/0>
<vienna:FastEthernet0/0, bratislava:FastEthernet0/1>
<vienna:FastEthernet0/1, budapest:FastEthernet1/0>
<vienna:FastEthernet1/0, graz:FastEthernet0/1>
<vienna:FastEthernet1/1, linz:FastEthernet2/0>
<vienna:FastEthernet2/0, munich:FastEthernet1/1>
<vienna:FastEthernet2/1, prague:FastEthernet1/0>
<vijayavada:FastEthernet0/0, hyderabad:FastEthernet2/0>
<vijayavada:FastEthernet0/1, ongole:FastEthernet0/1>
<visakhapatnam:FastEthernet0/0, dhenkanal:FastEthernet1/0>
<visakhapatnam:FastEthernet0/1, ongole:FastEthernet1/0>
<waco:FastEthernet0/0, bryan:FastEthernet0/1>
<waco:FastEthernet0/1, dallas:FastEthernet0/1>
<wardha:FastEthernet0/0, chandrapur:FastEthernet0/1>
<wardha:FastEthernet0/1, nagpur:FastEthernet1/0>
<warsaw:FastEthernet0/0, berlin:FastEthernet2/0>
<warsaw:FastEthernet0/1, krakov:FastEthernet0/1>
<washington:FastEthernet0/0, philadelphia:FastEthernet0/1>
<washington:FastEthernet0/1, richmond:FastEthernet0/1>
<waterloo:FastEthernet0/0, phelps:FastEthernet1/1>
<watertown:FastEthernet0/0, alexandriattbay:FastEthernet0/1>
<watertown:FastEthernet0/1, gouveneur:FastEthernet0/1>
<watertown:FastEthernet1/0, lowville:FastEthernet0/1>
<watertown:FastEthernet1/1, pulaski:FastEthernet0/1>
<wellsville:FastEthernet0/0, nodeidgg21:FastEthernet0/1>
<wellsville:FastEthernet0/1, nodeidgg22:FastEthernet0/1>
<wellsville:FastEthernet1/0, olean:FastEthernet0/1>
<westport:FastEthernet0/0, champlain:FastEthernet0/1>
<westport:FastEthernet0/1, crownttpoint:FastEthernet0/1>
<westport:FastEthernet1/0, lakettplacid:FastEthernet0/1>
<westttpalmttbeach:FastEthernet0/0, fortttlauderdale:FastEthernet1/1>
<westttpalmttbeach:FastEthernet0/1, verottbeach:FastEthernet0/1>
<westttpoint:FastEthernet0/0, atlanta:FastEthernet4/0>
<whitehall:FastEthernet0/0, crownttpoint:FastEthernet1/0>
<whitehall:FastEthernet0/1, rutland:FastEthernet1/0>
<whitehall:FastEthernet1/0, saratogattsprings:FastEthernet0/1>
<whitesville:FastEthernet0/0, addison:FastEthernet0/1>
<whitesville:FastEthernet0/1, nodeidgg21:FastEthernet1/0>
<whitesville:FastEthernet1/0, nodeidgg22:FastEthernet1/0>
<whitettriverttjunction:FastEthernet0/0, bellowsttfalls:FastEthernet0/1>
<whitettriverttjunction:FastEthernet0/1, lebanon:FastEthernet0/0>
<whitettriverttjunction:FastEthernet1/0, mountpelier:FastEthernet1/0>
<wilmington:FastEthernet0/0, fayatteville:FastEthernet1/0>
<wilmington:FastEthernet0/1, florence:FastEthernet1/1>
<wilmington:FastEthernet1/0, myrtlettbeach:FastEthernet1/1>
<wilmington:FastEthernet1/1, raleigh:FastEthernet2/0>
<winooski:FastEthernet0/0, burlington:FastEthernet2/1>
<winooski:FastEthernet0/1, nodeidgg31:FastEthernet0/1>
<winstondashsalem:FastEthernet0/0, charlotte:FastEthernet3/0>
<winstondashsalem:FastEthernet0/1, greensboro:FastEthernet1/0>
<winstondashsalem:FastEthernet1/0, hickory:FastEthernet1/0>
<winstondashsalem:FastEthernet1/1, lexington:FastEthernet1/1>
<winterthur:FastEthernet0/0, pfaffikon:FastEthernet0/1>
<winterthur:FastEthernet0/1, zurich:FastEthernet1/1>
<wintertthaven:FastEthernet0/0, orlando:FastEthernet2/0>
<wintertthaven:FastEthernet0/1, tampa:FastEthernet2/1>
<wuppertal:FastEthernet0/0, dortmund:FastEthernet0/1>
<wuppertal:FastEthernet0/1, dusseldorf:FastEthernet2/0>
<zug:FastEthernet0/0, lucerne:FastEthernet0/1>
<zug:FastEthernet0/1, zurich:FastEthernet2/0>
<zurich:FastEthernet0/0, basel:FastEthernet1/0>
<zurich:FastEthernet0/1, schaffhausen:FastEthernet0/1>
<zurich:FastEthernet1/0, stttgallen:FastEthernet1/0>
<zurich:FastEthernet1/1, winterthur:FastEthernet0/1>
<zurich:FastEthernet2/0, zug:FastEthernet0/1>
